walletid,Wallet Create Date,Wallet Create Stage,Movement 202101,Movement 202102,Movement 202103,Movement 202104,Movement 202101 - 202104
GJkjxct2Nujm6FKep2Zk2BhVrJE5KSzXgU,20201002,Pre Launch,0.00,0.00,-496 992.37,0.00,-496 992.37
GPBW6FCiKCE4BdEMA285xjZhbcazjAzKX7,20201002,Pre Launch,0.00,0.00,-489 027.31,0.00,-489 027.31
Gg9zBnJBCRCc4J221Ybs66SemDJCCwCKHe,20201002,Pre Launch,0.00,0.00,-484 403.85,0.00,-484 403.85
GYj31JXaoy9vXMkW34VAaMPHn5DZpamjoG,20201002,Pre Launch,0.00,0.00,-481 830.90,0.00,-481 830.90
GaDiQJP4bMdAonLUGggTysXGFcqstj4oTB,20201002,Pre Launch,0.00,0.00,-476 727.87,0.00,-476 727.87
Gbr8sfGrhkWESbYi3tmPffCXhYLZTFmeER,20201002,Pre Launch,0.00,0.00,-475 326.32,0.00,-475 326.32
GYppsYLQL7hhtED1EZvjW2N1qeNUV4dmVm,20201002,Pre Launch,0.00,0.00,-468 171.82,0.00,-468 171.82
GgGvsVxDe5W4QWkpAc9aU9y2iyJhVLmuqc,20201002,Pre Launch,0.00,0.00,-467 322.38,0.00,-467 322.38
GNensbbWVYsQ7XJfY9k3fge59C4Jv15RE8,20201002,Pre Launch,0.00,0.00,-465 824.96,0.00,-465 824.96
GJCkVoxgpo5N6X34NqpEzKduor3QxcnzBo,20201001,Pre Launch,0.00,0.00,-465 521.07,0.00,-465 521.07
GS9zXdNrGEN23HfaGG2Z1wpvvo9diweLPY,20201001,Pre Launch,0.00,0.00,-465 047.66,0.00,-465 047.66
GHyRUzfimdqKEyztQxHcxz7ByCgcz6gYea,20201002,Pre Launch,0.00,0.00,-461 618.76,0.00,-461 618.76
GfUXSKsJNaqg6wEkiMBapNXkqwPVGXmc4p,20201002,Pre Launch,0.00,0.00,-458 969.77,0.00,-458 969.77
GgG9e1UZg55mJypZ61BtRC2LuXP6q7Utkm,20201002,Pre Launch,0.00,0.00,-455 551.52,0.00,-455 551.52
GYTeUhLJv7dHCZu2JsFk5KwtDGQD7ipKPd,20201002,Pre Launch,0.00,0.00,-451 635.61,0.00,-451 635.61
GXYFEXxZSA3MJCyGm5p23Ba1hz3rCU1mEJ,20201002,Pre Launch,0.00,0.00,-446 795.50,0.00,-446 795.50
GThcnZD5FBeYKy9bd6K1jYF2f3qfh6u9wU,20201002,Pre Launch,0.00,0.00,-440 866.79,0.00,-440 866.79
GK5GxN6mZ91mp6d6YavNZtKHScaMPT7grz,20201002,Pre Launch,0.00,0.00,-437 947.55,0.00,-437 947.55
GgyWaKNHdSxZeczKpQigxvuphFxfz4qooT,20201002,Pre Launch,0.00,0.00,-432 095.66,0.00,-432 095.66
Gch7W86xYHnfnCwQC5jcQurD46o4a4kPKE,20201002,Pre Launch,0.00,0.00,-424 489.61,0.00,-424 489.61
GQWcdnUWh9xrArUJF5JBLQi8ZaC3aXa5CW,20201002,Pre Launch,0.00,0.00,-423 224.87,0.00,-423 224.87
GaPxjr85LsnABseYXghfDvRVPCA7QNjFGa,20201002,Pre Launch,0.00,0.00,-420 049.17,0.00,-420 049.17
GapU1FwmWZ5igSUBAj9jn6E4ZRvgcWHq2D,20201002,Pre Launch,0.00,0.00,-414 876.70,0.00,-414 876.70
GYUh9AaSxuUUTaxcgkVn4sijWntxR4nxxK,20201002,Pre Launch,0.00,0.00,-406 869.61,0.00,-406 869.61
GYUEPJak8wQB6N2Ao4FGniDA4d8AMz67i9,20201002,Pre Launch,0.00,0.00,-406 102.35,0.00,-406 102.35
GdKrNPDbKTQvRHdd9Mj2N8f8GHiE89ZBFr,20201002,Pre Launch,0.00,0.00,-405 289.99,0.00,-405 289.99
GYR1dMXTZuBzQV2trWwRyEPGWGWd3DSSZU,20201002,Pre Launch,0.00,0.00,-404 747.53,0.00,-404 747.53
GZ7oofcc6iHuAL5QfnHB32VMXM4bbLhN59,20201002,Pre Launch,0.00,0.00,-379 695.03,0.00,-379 695.03
GPk1VYJa3JUy7V1T32PgQQcz6wfxpiK2uW,20201002,Pre Launch,0.00,0.00,-379 231.62,0.00,-379 231.62
GSEG5WrT9W7kgHsNApHFRLsK1QM6TSpBnf,20201002,Pre Launch,0.00,0.00,-376 914.73,0.00,-376 914.73
GKE6FzyWPQagAaRBMJcrKmvjLryBV2N4aK,20201002,Pre Launch,0.00,0.00,-373 240.49,0.00,-373 240.49
GaXszHYcDCaJ8VqeHyvNfidtRMMdzc1i5M,20201002,Pre Launch,0.00,0.00,-357 022.19,0.00,-357 022.19
GKDZg4DnLqEvXwVKUGUA1FeZZXUUKsBPyp,20201002,Pre Launch,0.00,0.00,-352 804.16,0.00,-352 804.16
GPKkQy3ReGNbEYHcVZPecpHpmu8krwnoUs,20200930,Pre Launch,0.00,0.00,-351 855.62,0.00,-351 855.62
GcyxwoXytHGAqxLKFBrgxMCs4dK78MUfcU,20201002,Pre Launch,0.00,0.00,-346 864.48,0.00,-346 864.48
Gc9kbPDucXqPDrzJoGLaY12RycFEDFZiYT,20201002,Pre Launch,0.00,0.00,-339 628.00,0.00,-339 628.00
GXSNGn8kdXJ2EBdnyKxxmoNrJXHHLoHD8f,20201002,Pre Launch,0.00,0.00,-338 107.16,0.00,-338 107.16
GdumVjYpDSHQstDUSLz9uLRKdM2nfmjKcy,20200929,Pre Launch,0.00,0.00,-336 668.49,0.00,-336 668.49
GQtmdyTfBcFJEUZGcPD11F9nE58S2zYif9,20201002,Pre Launch,0.00,0.00,-336 663.75,0.00,-336 663.75
Gf9gDEduKvyF283krah4qja7X6m9vMKhTm,20201002,Pre Launch,0.00,0.00,-330 131.73,0.00,-330 131.73
GMVc9aq4g72WugT5kQAPfJ4jVpkicU2qPj,20201002,Pre Launch,0.00,0.00,-329 465.43,0.00,-329 465.43
GcsnhdVhwX1VZWWBcEoPNSBrrW4mzT5PWd,20201002,Pre Launch,0.00,0.00,-323 107.08,0.00,-323 107.08
GVhRUrR6p71ca2j7C6xPuNqmm1CBTnedJ4,20201002,Pre Launch,0.00,0.00,-321 581.57,0.00,-321 581.57
Ga1oK1ttPdXDaTGAUKm1P9buis886GCF2A,20200928,Pre Launch,0.00,0.00,-314 890.87,0.00,-314 890.87
Gao7VjQVwZZAJhtxjrSXTCc2rHTXv9AXrx,20200929,Pre Launch,0.00,0.00,-300 181.42,0.00,-300 181.42
GXWo5Zw5TG29HAkeHTkGDHw5wqq29oZcCT,20200930,Pre Launch,0.00,0.00,-300 117.48,0.00,-300 117.48
GJib6CcSdLpS92fGzXbkoGTQmcFwD4iq6i,20201002,Pre Launch,0.00,0.00,-299 610.56,0.00,-299 610.56
GHuijtUP1ybdn3rZB7bog9XNEybmATnXUh,20201002,Pre Launch,0.00,0.00,-297 159.21,0.00,-297 159.21
Gg5LFYdaBA6nUy8BA2aQt6JZC4HKtdxR11,20201002,Pre Launch,0.00,0.00,-294 995.34,0.00,-294 995.34
Gh2nczKxt1iEd48cXi87L2Z44bnnbN4Wd8,20201002,Pre Launch,0.00,0.00,-288 187.38,0.00,-288 187.38
GQHyPTYB5jKPpK6UeWAoCPidAXvqxnBo7P,20201002,Pre Launch,0.00,0.00,-284 270.25,0.00,-284 270.25
GQvQEo22zkuHsCdsNzW3kdWJMS56ywcBan,20201002,Pre Launch,0.00,0.00,-276 511.45,0.00,-276 511.45
Ggzvxxt32uybfinzoZEYvPVsGxiQM2hDHT,20201002,Pre Launch,0.00,0.00,-273 963.46,0.00,-273 963.46
GdMHKhaxgFuanFKXp4ryjBYiWggYehn7ZL,20201001,Pre Launch,0.00,0.00,-270 242.07,0.00,-270 242.07
GT5hKYEWARDdReURMnYMY2ri9KojocCZGh,20201002,Pre Launch,0.00,0.00,-270 075.51,0.00,-270 075.51
Ga2ZNhRxwy38fRZ5KVgeQYdXzg1AS9qRp7,20201002,Pre Launch,0.00,0.00,-265 023.20,0.00,-265 023.20
GT966eydrtjLGwUooAqzTyVmLhM2FaibSr,20201002,Pre Launch,0.00,0.00,-256 981.82,0.00,-256 981.82
GQpz43m4oGH1iphaXkjDkRv7V723eVT4fz,20201002,Pre Launch,0.00,0.00,-248 656.56,0.00,-248 656.56
GWsmU8TsLoZbwY2me66UDPyTdunv9ihWSa,20201002,Pre Launch,0.00,0.00,-242 467.76,0.00,-242 467.76
GZu74BTXcKHfizuGq7kZU5RkScwopVTGyr,20201002,Pre Launch,0.00,0.00,-208 433.11,0.00,-208 433.11
GddHNobfbCBat9KgbZaeq5jYRYuwxYTMWm,20201002,Pre Launch,0.00,0.00,-202 819.78,0.00,-202 819.78
GLL5JBDfdKNEc2TW26Z74mgxTupRnLaAo8,20201002,Pre Launch,0.00,0.00,-199 085.00,0.00,-199 085.00
GZRf9okgSxujJkreDweVZmqBN3Rc12MLmL,20201002,Pre Launch,0.00,0.00,-198 194.72,0.00,-198 194.72
GXRHR5aAgsv2x4x9Usu3Uja57SXkRWmTQZ,20201002,Pre Launch,0.00,0.00,-196 371.67,0.00,-196 371.67
GaM25TMdG6TnNZZxqPUPAaZhUR3uPK2LLh,20201002,Pre Launch,0.00,0.00,-193 089.82,0.00,-193 089.82
GZe6Rk1o7ZhNodugd5vwrVmiTUShnaNUY7,20201002,Pre Launch,0.00,0.00,-188 388.81,0.00,-188 388.81
GajDV5W48CxbYuEqcPsrsg7FCvvhWsow8D,20201002,Pre Launch,0.00,0.00,-183 426.28,0.00,-183 426.28
GNUVqaWuiXTiVpfT2gsfkWCSYd6Jbk88cz,20201002,Pre Launch,0.00,0.00,-181 614.17,0.00,-181 614.17
GdjWkedVGUo7kbK4pDovFD62pHg3iBMYDM,20201002,Pre Launch,0.00,0.00,-178 384.30,0.00,-178 384.30
Gap4rHzGHw22tAad4tNE9R7T3ZYDjhHQ9a,20201002,Pre Launch,0.00,0.00,-177 817.67,0.00,-177 817.67
GUkvpqx9Z5focbjg5LPiVfEaq5mcNCgGhm,20201002,Pre Launch,0.00,0.00,-146 949.12,0.00,-146 949.12
GSU7tXwWGLY5dLyaD8WaStNYuGx956AJbB,20201002,Pre Launch,0.00,0.00,-136 058.72,0.00,-136 058.72
GWEX922mFxQKok4euNeLMZhw3nyDUgYgHS,20201002,Pre Launch,0.00,0.00,-135 915.76,0.00,-135 915.76
GaCxoiDLYNhN756VXiBmJyqcntuCNmBDKn,20201002,Pre Launch,0.00,0.00,-128 910.17,0.00,-128 910.17
GUeWQ1X8vru3aorTQKx1BchWS5kXvCTKUn,20201002,Pre Launch,0.00,0.00,-126 475.72,0.00,-126 475.72
Gh3KHsGoTamrxknhVCzQUzRCbf69T4M6LA,20201001,Pre Launch,0.00,0.00,-107 213.49,0.00,-107 213.49
GSeBtBRby318CTj1VJkxwTCEC4zTQkSRiA,20201002,Pre Launch,0.00,0.00,-103 087.36,0.00,-103 087.36
GJ4u3mqmqq5Wy4shb2G75jz4DhRwXGuZw8,20201001,Pre Launch,0.00,0.00,-101 585.76,0.00,-101 585.76
GThewUcCcdp8jrWgksLECh1V3uhACTuP5t,20201002,Pre Launch,0.00,-2 695 107.14,0.00,0.00,-2 695 107.14
GdWNUJEKbdkYgJa37LrioB3NUHkJbwbQn2,20201002,Pre Launch,0.00,-2 690 462.80,0.00,0.00,-2 690 462.80
Gc2yjYrtFgSoWMd1Kyj4oULCisxJ8heSpB,20201002,Pre Launch,0.00,-2 683 263.37,0.00,0.00,-2 683 263.37
GdFQ4dqVah5tvJrdVStNd5Jvvn6cJVZTov,20201002,Pre Launch,0.00,-2 675 844.72,0.00,0.00,-2 675 844.72
Gdad6jxA5psdtMbgycGe3sTC18ZFMTZahU,20201002,Pre Launch,0.00,-2 666 919.30,0.00,0.00,-2 666 919.30
GXQmAYAV6i1QtFVFSxKS59Tqum424Me1D8,20201002,Pre Launch,0.00,-2 662 378.28,0.00,0.00,-2 662 378.28
GRWZ6sQQPnVeEL7FxemVT7BwCBr5NJZkYV,20201002,Pre Launch,0.00,-2 653 239.81,0.00,0.00,-2 653 239.81
GWWhfWk1kMRQizPs7B5NV9kGxfmDhhYooq,20201002,Pre Launch,0.00,-2 652 959.64,0.00,0.00,-2 652 959.64
GSLEjo4wb13GLHvi3BcVKroTwmT2vBBBSo,20201002,Pre Launch,0.00,-2 647 014.06,0.00,0.00,-2 647 014.06
Gd3TNPq7S1ow3QuHwqJaUgAsLXECnawkm3,20201002,Pre Launch,0.00,-2 644 635.23,0.00,0.00,-2 644 635.23
GVCBC9bu1Un1AEYhDaHxNjon9J1hhsQN2R,20201002,Pre Launch,0.00,-2 632 315.36,0.00,0.00,-2 632 315.36
GXjLJjVYF7H7LsnY2c1f56nKQGLm98rP3J,20201002,Pre Launch,0.00,-2 630 881.45,0.00,0.00,-2 630 881.45
GPza5sFGcALWL8qD9PM8gTgkywDajhuhdA,20201002,Pre Launch,0.00,-2 627 119.68,0.00,0.00,-2 627 119.68
GaErZeAaNGhctmv9HZzCet9q7HGjSGua8H,20201002,Pre Launch,0.00,-2 615 620.24,0.00,0.00,-2 615 620.24
GbPutczZqQLFd44rcHaEev64s8rE7iztPz,20201002,Pre Launch,0.00,-2 615 417.13,0.00,0.00,-2 615 417.13
GVzwsickHxXyjjyzyx2DLhhkaELGzfqju7,20201002,Pre Launch,0.00,-2 612 231.13,0.00,0.00,-2 612 231.13
GWG6dk87b3x17esd5cRZUDMgF246sQjrJX,20201002,Pre Launch,0.00,-2 611 059.01,0.00,0.00,-2 611 059.01
GKAy2Y3Dz36aPCp6htznM5Q1d2Lw9XYgRn,20201002,Pre Launch,0.00,-2 609 894.04,0.00,0.00,-2 609 894.04
GVY2WDMhzTssPtFLBFdbiDj5eU1PaAjGeY,20201002,Pre Launch,0.00,-2 609 639.69,0.00,0.00,-2 609 639.69
Gfm1df7LhkVnSMNqfR1W3hv3QGeWpbHTe8,20201002,Pre Launch,0.00,-2 608 112.56,0.00,0.00,-2 608 112.56
GT22j3GkwefauJjqcDLU2FkBf9APrxzN6S,20201002,Pre Launch,0.00,-2 607 807.34,0.00,0.00,-2 607 807.34
Getm3Y3DAns3564yNCHBMeKaVetmzYFDpb,20201002,Pre Launch,0.00,-2 587 277.21,0.00,0.00,-2 587 277.21
GgNdEyPvUVfCgVFcNuyLf1CkT21V2GgUT9,20201002,Pre Launch,0.00,-2 585 997.38,0.00,0.00,-2 585 997.38
GL1RRGRn64zchphzghkfDwXurc4wJ8oja6,20201002,Pre Launch,0.00,-2 579 330.76,0.00,0.00,-2 579 330.76
GSxYywoURQ76of9GochBu3WqM9K8arbA4X,20201002,Pre Launch,0.00,-2 579 174.11,0.00,0.00,-2 579 174.11
GHxfwWDgg91YDAski2iFXmnj2NSMP7euDE,20201002,Pre Launch,0.00,-2 567 379.48,0.00,0.00,-2 567 379.48
GXK727ncRSQa5jTKt8t581yL3tmqUngJzw,20201002,Pre Launch,0.00,-2 565 328.62,0.00,0.00,-2 565 328.62
GabMmjB6iqMFMobPz2HqCVFtR8RQzJgsQQ,20201002,Pre Launch,0.00,-2 558 533.55,0.00,0.00,-2 558 533.55
GRa2nRh63Ym1DM2YHLp2nKErJcKDLYnxF4,20201002,Pre Launch,0.00,-2 557 844.01,0.00,0.00,-2 557 844.01
Gb32Tfi4oobvZKnas2K2kAqPKRHaWHCzdJ,20201002,Pre Launch,0.00,-2 555 323.00,0.00,0.00,-2 555 323.00
GcwSG8Wy48JwtaSccM8Z5nmAFgAFEAzdn7,20201002,Pre Launch,0.00,-2 554 739.35,0.00,0.00,-2 554 739.35
GMJFwHSpdaGM5UWQojFDKyP6ttovRFxhmk,20201002,Pre Launch,0.00,-2 548 954.55,0.00,0.00,-2 548 954.55
GJwJexmdgcwTXS4zFWweE8kppH8gwJFT6J,20201002,Pre Launch,0.00,-2 543 611.94,0.00,0.00,-2 543 611.94
GfBqieCR5NM5rLaYxYkDYd58dfcp5A9ocd,20201002,Pre Launch,0.00,-2 538 031.43,0.00,0.00,-2 538 031.43
GdSUn7aUu6UZ77sudetCWwMu7DhVq4dMLt,20201002,Pre Launch,0.00,-2 533 597.11,0.00,0.00,-2 533 597.11
GX8ikmYi9fxD1BW7oSm3PCDdJfjRkrzJjK,20201002,Pre Launch,0.00,-2 532 326.86,0.00,0.00,-2 532 326.86
GWCiURoiE4qwVQBUdUeQqiuvn1xngiMpYk,20201002,Pre Launch,0.00,-2 531 136.83,0.00,0.00,-2 531 136.83
GU4GTKLop7G4BznEeTsbdsWZjJYeo6FpZG,20201002,Pre Launch,0.00,-2 530 436.89,0.00,0.00,-2 530 436.89
GcKnGVQ9jyP2mwcgEpdUBXzFEeEcAqEoqK,20201002,Pre Launch,0.00,-2 526 293.52,0.00,0.00,-2 526 293.52
Gfk61E8Y4M8SedfzWoPLrQAefA72wHtVsd,20201002,Pre Launch,0.00,-2 518 314.10,0.00,0.00,-2 518 314.10
GckdAeRN7KZbgt4o7MSwApZhr14P5wijrq,20201002,Pre Launch,0.00,-2 514 742.24,0.00,0.00,-2 514 742.24
GWsaQC7jENVfX3rNxRdEiepuYbmrQYThpP,20201002,Pre Launch,0.00,-2 512 499.42,0.00,0.00,-2 512 499.42
GZevGVA7omKQZT18MEnByDh9cHUVvxPXwg,20201002,Pre Launch,0.00,-2 511 822.55,0.00,0.00,-2 511 822.55
Gakp8UjfTJcUSNjVQLL1FrPW1TsuXzcwhW,20201002,Pre Launch,0.00,-2 510 756.68,0.00,0.00,-2 510 756.68
GUwE61QHT6eeEreNqtQCQupP4ajyBtEVeA,20201002,Pre Launch,0.00,-2 510 349.73,0.00,0.00,-2 510 349.73
GbAAqTPZqDvvLyuQkPNkmXDHAecwKuQuY4,20201002,Pre Launch,0.00,-2 506 719.07,0.00,0.00,-2 506 719.07
GXsdFT8a8YfH2rMpHbZAt4VvUjmY7273Lp,20201002,Pre Launch,0.00,-2 506 203.11,0.00,0.00,-2 506 203.11
GdjQuZHchq4XrLiUw4ipfXiYL1BpTvayVq,20201002,Pre Launch,0.00,-2 502 763.01,0.00,0.00,-2 502 763.01
Ga8ZXqpbqKG7CG16Z5fLYu66S6sijJUZWf,20201002,Pre Launch,0.00,-2 501 915.58,0.00,0.00,-2 501 915.58
GNPedPR3tsd5bb1hETSVcF6cf69j8n78LG,20201002,Pre Launch,0.00,-2 488 003.06,0.00,0.00,-2 488 003.06
Ggy5UUYc7LMQr5oNVCUynV4ss1bWqRgwuQ,20201002,Pre Launch,0.00,-2 485 777.03,0.00,0.00,-2 485 777.03
GdbqNUYzShp1gLqtXMB4wLhh3e98huVNTK,20201002,Pre Launch,0.00,-2 481 651.02,0.00,0.00,-2 481 651.02
GSECC3VA6CDhoePp2Rf8wGUhm2S4th7k4M,20201002,Pre Launch,0.00,-2 468 835.65,0.00,0.00,-2 468 835.65
GZT164s6HQmtAZPMJ9LqwmNGkToWXJFtG7,20201002,Pre Launch,0.00,-2 466 559.18,0.00,0.00,-2 466 559.18
GY25y85vze6cpzn792bJwD8k6814BkZwdL,20201002,Pre Launch,0.00,-2 447 659.54,0.00,0.00,-2 447 659.54
GUR2NKyJitUT4b9TVcmrBqi3PWrSudmbuz,20201002,Pre Launch,0.00,-2 445 555.05,0.00,0.00,-2 445 555.05
GMonqec9WPd1ojCV8FLwr8vbGzBWr569TL,20201002,Pre Launch,0.00,-2 439 733.95,0.00,0.00,-2 439 733.95
GaqLhxibyXm5R4jbZZQMdGMMjfoiXvDi3e,20201002,Pre Launch,0.00,-2 436 544.47,0.00,0.00,-2 436 544.47
GNCeydtvZPUpRYGYQM8YcLbbUH9gvRvkbf,20201002,Pre Launch,0.00,-2 435 682.65,0.00,0.00,-2 435 682.65
GZWPXPZPXW4Ko6HisjzZdyeJdnwpYae53f,20201002,Pre Launch,0.00,-2 435 592.40,0.00,0.00,-2 435 592.40
GfVxe3YqnRs2wbnq64n8KYNvcWsK2Dkdcj,20201002,Pre Launch,0.00,-2 435 327.97,0.00,0.00,-2 435 327.97
GYotdcigv6E2QtUeKpwoJZULdNeGZk774p,20201002,Pre Launch,0.00,-2 435 000.51,0.00,0.00,-2 435 000.51
GT7YvFk3NNe5aNp3vTE2FzisA7WoUSXs89,20201002,Pre Launch,0.00,-2 434 447.55,0.00,0.00,-2 434 447.55
GTQABTWfjyzq7XRydPmhg8rXPHQSH5WoCE,20201002,Pre Launch,0.00,-2 432 802.45,0.00,0.00,-2 432 802.45
GLzogWZdAZo2RVCRUsE4P53Bb944VWvvaE,20201002,Pre Launch,0.00,-2 430 236.74,0.00,0.00,-2 430 236.74
GgMWPkyj4mCpBGmUQqBbF5Ej53wuLua7g7,20201002,Pre Launch,0.00,-2 429 960.87,0.00,0.00,-2 429 960.87
GKJzvv1FFgmNbWYNPHxNYZcFxbbENQGu6B,20201002,Pre Launch,0.00,-2 425 465.04,0.00,0.00,-2 425 465.04
GWxU8Z3sB4kiA8XZQPGXorZJysG5CZhWk6,20201002,Pre Launch,0.00,-2 421 159.74,0.00,0.00,-2 421 159.74
GPYXeA691xQT9V6qivCCuTu8eRVWdf4C44,20201002,Pre Launch,0.00,-2 415 463.37,0.00,0.00,-2 415 463.37
GgcgFi7xT9cgtCgetfVYKG5o4cqohe4aDG,20201002,Pre Launch,0.00,-2 410 080.57,0.00,0.00,-2 410 080.57
GVJSoK5fDQxGqa4mAjgFQ6dNsSk8ZMpVLp,20201002,Pre Launch,0.00,-2 408 200.87,0.00,0.00,-2 408 200.87
GT12rFDejJ9xkXxinZkCeNXEt1SUNf4kyx,20201002,Pre Launch,0.00,-2 408 182.53,0.00,0.00,-2 408 182.53
GRTpvBeGhJHyaS2LpgUbbX46aKAp83c9hk,20201002,Pre Launch,0.00,-2 406 311.59,0.00,0.00,-2 406 311.59
Gh3ZoqBATxS25osRtVHubj9PsPnpLrEHgR,20201002,Pre Launch,0.00,-2 405 283.33,0.00,0.00,-2 405 283.33
GgfeCvj9JSoqXw14bDWdLNHFsCgRsV4ZRz,20201002,Pre Launch,0.00,-2 402 062.09,0.00,0.00,-2 402 062.09
GgGFSsJuE6PK1gM4hLKw79YQTWy7cNvj85,20201002,Pre Launch,0.00,-2 395 409.51,0.00,0.00,-2 395 409.51
GVhmziuuh6NkFDxFZjk2DzFUBVH8yxWmLk,20201002,Pre Launch,0.00,-2 393 918.78,0.00,0.00,-2 393 918.78
GRL3Vu1bMjUeXkZLVCZpFUPpZYcE4hDFdp,20201002,Pre Launch,0.00,-2 379 239.62,0.00,0.00,-2 379 239.62
Gh5S5ANbEVMh4D8Y7sPJBRVER1s4AGxQ1c,20201002,Pre Launch,0.00,-2 379 047.02,0.00,0.00,-2 379 047.02
GZYRBsDfV34HphdqMLZtx9s34FqCAUFpL7,20201002,Pre Launch,0.00,-2 374 612.03,0.00,0.00,-2 374 612.03
GQA6QSVY9qXgRYk1r9ne3jR5mTJAUpDHeb,20201002,Pre Launch,0.00,-2 372 001.15,0.00,0.00,-2 372 001.15
GNT3nC6Q9YgbLevWCErQGxtR2zibaC4dAC,20201002,Pre Launch,0.00,-2 370 592.69,0.00,0.00,-2 370 592.69
GMQRQjPvNFw7iaoU4uaqhT6d2KcDi1HCoD,20201002,Pre Launch,0.00,-2 360 034.26,0.00,0.00,-2 360 034.26
GYEZiGZsng5StqpKrLGVoN8biPfzQF8Spq,20201002,Pre Launch,0.00,-2 359 164.72,0.00,0.00,-2 359 164.72
GVthNGePYpLk8KrYVrNyxLv9vpvxymJzSG,20201002,Pre Launch,0.00,-2 359 099.13,0.00,0.00,-2 359 099.13
GNquJjdHsYniTjiMjKjpkyK7bzx3BZKVSq,20201002,Pre Launch,0.00,-2 356 464.84,0.00,0.00,-2 356 464.84
GQTkA71XhF3FTQY6xPHxtdwUzQmFAhbnux,20201002,Pre Launch,0.00,-2 354 172.94,0.00,0.00,-2 354 172.94
GaqEvkCfpWrPoXpGk8fQsPpjoXoh6NbMEd,20201002,Pre Launch,0.00,-2 347 949.46,0.00,0.00,-2 347 949.46
GgNWrD8EcZVyp8foEJew3FCxwNidqtqmee,20201002,Pre Launch,0.00,-2 339 170.39,0.00,0.00,-2 339 170.39
Gb7VUezxs4PpMceoT9UqEgvC2vQWnU2Lve,20201001,Pre Launch,0.00,-2 337 765.34,0.00,0.00,-2 337 765.34
Gc1D8rM73sR4CjhyQ5NETcUUA4RWnhMqBp,20201002,Pre Launch,0.00,-2 335 136.31,0.00,0.00,-2 335 136.31
GUr8WC7eteyv6uXzDMiCFjNYWfrpjyxR23,20201002,Pre Launch,0.00,-2 333 662.92,0.00,0.00,-2 333 662.92
GMvjSbiYRjrxuE5W2Kz2hnHbDSjTcQqygZ,20201002,Pre Launch,0.00,-2 331 979.53,0.00,0.00,-2 331 979.53
GUjboWMnoxLfmDC1pPQjicybEHrJAKB4Zp,20201002,Pre Launch,0.00,-2 329 173.77,0.00,0.00,-2 329 173.77
GaU4D4T5DFgownRMi7NYGbzJiLL7EYvrUv,20201002,Pre Launch,0.00,-2 327 395.43,0.00,0.00,-2 327 395.43
GaLsFHEmj3XmxXcrGgfaaq6Siww6aD5VU4,20201002,Pre Launch,0.00,-2 321 847.90,0.00,0.00,-2 321 847.90
GNxjtSnTMKYV9HiCWfRQEmbHdeu4teAU8j,20201002,Pre Launch,0.00,-2 314 818.80,0.00,0.00,-2 314 818.80
GfPbCaEpkFdkMfn9hrHqngTGWnS95kUXrH,20201002,Pre Launch,0.00,-2 313 742.11,0.00,0.00,-2 313 742.11
Gbar32j4u6hPLv7bAmGwXuw6pQDEoNm3Jv,20201002,Pre Launch,0.00,-2 307 164.31,0.00,0.00,-2 307 164.31
Gh6LnaqsFSV654TgBTWsCo9aVTS1SRspRY,20201002,Pre Launch,0.00,-2 303 128.42,0.00,0.00,-2 303 128.42
GWK1gXJSMVoMuoUisusmrb8NxDFNbtQP7P,20201002,Pre Launch,0.00,-2 302 204.11,0.00,0.00,-2 302 204.11
GYDeYjGY4dHzeofHmh3Syoc2aDteMzkZPm,20201002,Pre Launch,0.00,-2 296 191.46,0.00,0.00,-2 296 191.46
GQ5BLmHQ5AYp5UVsHjdGdpufUzm85ia8LH,20201002,Pre Launch,0.00,-2 287 039.59,0.00,0.00,-2 287 039.59
GPuh4h5yViKRARpho8SMQL8owGTtfXojpg,20201002,Pre Launch,0.00,-2 285 183.13,0.00,0.00,-2 285 183.13
GffZonD4UmpH4nAcCq3Wk6FQHPKN6TNgJA,20201002,Pre Launch,0.00,-2 284 973.70,0.00,0.00,-2 284 973.70
GgkCntEsNaHevekgrxR71u1dMxMEnJLTW7,20201002,Pre Launch,0.00,-2 280 531.32,0.00,0.00,-2 280 531.32
GKRcDpGNNhFmEXrVAdxnCQA7FoRyeSPMhB,20201002,Pre Launch,0.00,-2 279 758.93,0.00,0.00,-2 279 758.93
GUdUBHQYY6TRJhXgT4VZf6N3yPKpPogyZu,20201002,Pre Launch,0.00,-2 275 212.35,0.00,0.00,-2 275 212.35
GQJMik7FdwPfBFCxxDDaqBrvjcZCYUTHBP,20201002,Pre Launch,0.00,-2 273 414.13,0.00,0.00,-2 273 414.13
GdnYxh8YftcfPonpFNiJRTTJcXChoCLot7,20201002,Pre Launch,0.00,-2 271 196.69,0.00,0.00,-2 271 196.69
GLu6RsKM482Ad8BMmgBQZ8uPPBypagcUoG,20201002,Pre Launch,0.00,-2 269 105.04,0.00,0.00,-2 269 105.04
GVMDVJBHCt8HDprFdHgWTZDzJcLEdGRJno,20201002,Pre Launch,0.00,-2 262 958.28,0.00,0.00,-2 262 958.28
Gc4ugBawnDQjcVVikpUTQHCRnBJADymgGM,20201002,Pre Launch,0.00,-2 262 911.57,0.00,0.00,-2 262 911.57
GSAWT2TS8CtF49u8B2S8PRx7r64taGTtt1,20201002,Pre Launch,0.00,-2 260 683.32,0.00,0.00,-2 260 683.32
